ID,Title,Company,Location,Summary
c0c850db1f107778,Software Engineer,Triplebyte,"Los Angeles, CA","For any company building software, this is crucial for success.We all went through the Triplebyte process : ).Our frontend is mostly in React/Redux."
37947daa1d10ee96,Hadoop – Pyspark – Python,TeQbeat,"Los Angeles, CA","Experience with must have Linux, Python and PySpark, Spark SQL, Experience with Java and Scala.Experience in designing scalable data pipelines, complex event…"
1d7295e292b03228,Research Support Associate,California Institute of Technology,"Pasadena, CA 91125 (South area)",Proficiency in Unix/Linux and Python.Exempt Overtime Eligible: Overtime Eligible.IPAC at Caltech (www.ipac.caltech.edu) provides science and data management…
6860ef41450410f5,Software Engineer @ ComFreight,Triplebyte,"Los Angeles, CA","Knowledge of Postgres, Celery, Python 2.7 and Python 3.x.4 years of production Python experience.This role will be responsible for direct API development,…"
73cbdd9de8d7551d,Houdini FX Artist,Method Studios,"Santa Monica, CA 90401 (Downtown/Third Street Promenade area)","Scripting proficiency using Python, a plus.Its network of integrated facilities in Los Angeles, San Francisco, Vancouver, Montreal, New York, Melbourne, Pune,…"
6e77807abb588b3c,"Analyst, Clinical Operations Business Intelligence - Value I...",Keck Medical Center of USC,"Los Angeles, CA 90015 (Downtown area)",Preferred: Knowledge of analytical software programming languages including R and Python; data visualization platforms such as Qlikview and Tableau Required…
532c922ee8244caa,Inventory Specialist,Astreya,"Los Angeles, CA","Experience with Bash, Perl, Python, or SQL.Responsible for inventory and asset management, creation of knowledge base documents, and maintenance of team…"
b006feaab7bc6ffd,Jr Pipeline Technical Director (Python),Method Studios,"Santa Monica, CA 90401 (Downtown/Third Street Promenade area)","5+ years of Python experience.Its network of integrated facilities in Los Angeles, San Francisco, Vancouver, Montreal, New York, Melbourne, Pune, and Atlanta…"
7a20786987884274,Python/ReactJS Software Developer,2nd Logic,"Los Angeles, CA",We are looking for a couple of software developers with solid understanding and interest in working with large data sets.The skills we are looking for:
998a9c357e851836,Research Programmer I,USC,"Los Angeles, CA","Demonstrated knowledge of programming and/or scripting languages (i.e., R, SAS, STATA, python) is required for this position."
c9dcd02cdb97c3ef,Business Intelligence Engineer - Amazon Studios,Amazon.com Services LLC,"Culver City, CA","3+ years of experience as an analyst or engineer in the data/BI space.Experience with data visualization using Tableau, Quicksight, or similar tools."
50b8ca5d34c7a4b2,Sr. Operations Research Scientist,The Black Tux,"Los Angeles, CA","Proficient experience in Python, R, or a similar modeling language and in SQL.The Sr. Operations Research Scientist will interact with various business…"
041973965d71aa73,System/Network Engineer – Entry Level,DZ Solutions,"Burbank, CA",Willingness to learn new tools and skills.Good written and verbal communication skills.Ability to multi-task and work collaboratively within a team…
22b3289ae12e8372,"Data Science, Analytics",Quibi - Los Angeles,"Los Angeles, CA","Python coding: Utilize Python for data preparation, analysis, Monte Carlo simulations.Quibi is seeking an experienced data analyst for our centralized Data…"
1d7295e292b03228,Research Support Associate,California Institute of Technology,"Pasadena, CA 91125 (South area)",Proficiency in Unix/Linux and Python.Exempt Overtime Eligible: Overtime Eligible.IPAC at Caltech (www.ipac.caltech.edu) provides science and data management…
ee306ef0c29268b1,Python Developer,Jobot,"Los Angeles, CA 90028","Python Engineer for landmark LA Fin-tech company!Versed in Python, Django, Celery, Postgres, Redis, RabbitMQ, Heroku, AWS, Linux.What can we do for you?"
14bf9e0fec1830f6,"Data Test Engineer, Apple",Viacom,"West Hollywood, CA","Programming experience in a language such as Python, Java, etc. for the purposes of parsing files and running queries.Knowledge of analytical functions a plus."
9a342be97541c2eb,Data Architect / Sr. Data Engineer,Fullscreen Media,"Los Angeles, CA 90094",5+ years experience with python or another similar language.Python or similar scripting language (please specify below): 4 years (Preferred).
9953f2f6dda2a56e,Senior Quantitative Developer,Vichara Technologies,"Los Angeles, CA","NET, C#, MVC, WPF, WCF, Python, R, and JavaScript.The Senior Quantitative Developer will join the application development team that is responsible for…"
6352fbaa2eb51648,Psychometrician,WPS - Western Psychological Services,"Torrance, CA 90503","Experienced in coding SPSS and R or Python.This is a full-time position in L.A.’s breezy South Bay, and local candidates are preferred."
3cd401f6dabe1566,Software Engineer,"Raybeam, Inc.","Los Angeles, CA 90094 (Playa Vista area)",This position is for a major search engine and you will be required to work onsite in Los Angeles at the client site everyday..Who are we looking for?.
c0c850db1f107778,Software Engineer,Triplebyte,"Los Angeles, CA","For any company building software, this is crucial for success.We all went through the Triplebyte process : ).Our frontend is mostly in React/Redux."
7a20786987884274,Python/ReactJS Software Developer,2nd Logic,"Los Angeles, CA",We are looking for a couple of software developers with solid understanding and interest in working with large data sets.
6352fbaa2eb51648,Psychometrician,WPS - Western Psychological Services,"Torrance, CA 90503","This is a full-time position in L.A.’s breezy South Bay, and local candidates are preferred.WPS offers a competitive salary (DOE) and benefits including paid…"
9953f2f6dda2a56e,Senior Quantitative Developer,Vichara Technologies,"Los Angeles, CA","Design, development, and support of proprietary trading analytics and risk management systems for Vichara and or its clients.Job Types: Full-time, Contract."
6352fbaa2eb51648,Psychometrician,WPS - Western Psychological Services,"Torrance, CA 90503","This is a full-time position in L.A.’s breezy South Bay, and local candidates are preferred.WPS offers a competitive salary (DOE) and benefits including paid…"
6860ef41450410f5,Software Engineer @ ComFreight,Triplebyte,"Los Angeles, CA",We're looking for an experienced engineer with a backend focus who has an eye for improving an API's ability to scale and a love for improving and engineering…
ee306ef0c29268b1,Python Developer,Jobot,"Los Angeles, CA 90028",4+ years of full stack or backed engineering - preferably in tech startups.BS in Computer Science or similar field; Graduate degree a plus!
9a342be97541c2eb,Data Architect / Sr. Data Engineer,Fullscreen Media,"Los Angeles, CA 90094",5+ years experience with python or another similar language.You will use your extensive data engineering experience in building data pipelines from ingesting…
8e71eb3bf3259f20,University Associate,Ankura,"Los Angeles, CA",This position supports the Ankura Disputes & Economics practice - one of six practices focused on client delivery services across the Firm.
3cd401f6dabe1566,Software Engineer,"Raybeam, Inc.","Los Angeles, CA 90094 (Playa Vista area)","We provide technology solutions by architecting and developing enterprise systems using a variety of programming languages, tools and platforms."
041973965d71aa73,System/Network Engineer – Entry Level,DZ Solutions,"Burbank, CA","Willingness to learn new tools and skills.Good written and verbal communication skills.Highly self-motivated and directed, with keen attention to detail."
d5acbd49bb8ee48d,"Data Test Engineer, Roku",Viacom,"West Hollywood, CA",Data Test Engineers (DTE) test and verify Pluto TV’s analytics events across all applications.This role is a DTE with a focus on Data Quality.
c0c850db1f107778,Software Engineer,Triplebyte,"Los Angeles, CA","Competitive salary and stock options package.Employer paid health, vision and dental insurance.401(k) plan with matching."
50b8ca5d34c7a4b2,Sr. Operations Research Scientist,The Black Tux,"Los Angeles, CA","Using a combination of machine learning, tailor-trained fit specialists, and industry-leading customer service, The Black Tux guarantees a perfect fit every…"
5dac5ec1d6844c84,Data Scientist,ClifyX,"Playa Vista, CA","10+ years of experience in Analytics and Data Science.Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM,…"
b006feaab7bc6ffd,Jr Pipeline Technical Director (Python),Method Studios,"Santa Monica, CA 90401 (Downtown/Third Street Promenade area)","Its network of integrated facilities in Los Angeles, San Francisco, Vancouver, Montreal, New York, Melbourne, Pune, and Atlanta provides a full range of…"
7e98057601f7800c,Predictive Analyst I,Farmers Insurance Group,"Woodland Hills, CA","Use of cutting edge methods and forward thinking in development of new products,.Maintenance of existing products with a fresh and ever-evolving point of view."
aae08e580246acb3,BI Analyst,Viacom,"West Hollywood, CA","This role will be part of the Business Intelligence team and will be reporting to the Head of Data Science, Analytics, and Data Engineering."
22b3289ae12e8372,"Data Science, Analytics",Quibi - Los Angeles,"Los Angeles, CA",Quibi is seeking an experienced data analyst for our centralized Data Science team.Define and track key business metrics; design reports and analyses to…
998a9c357e851836,Research Programmer I,USC,"Los Angeles, CA","Demonstrated knowledge of programming and/or scripting languages (i.e., R, SAS, STATA, python) is required for this position."
